ORIGID,County,PopulationCensus16,TimeStamp,Lat,Long,Confirmed Cases
1,Carlow,56932,2020/05/17 00:00:00+00,52.7168,-6.8367,142
2,Cavan,76176,2020/05/17 00:00:00+00,53.9878,-7.2937,801
3,Clare,118817,2020/05/17 00:00:00+00,52.8917,-8.9889,360
4,Cork,542868,2020/05/17 00:00:00+00,51.9517,-8.6372,1373
5,Donegal,159192,2020/05/17 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/17 00:00:00+00,53.3605,-6.292,11611
7,Galway,258058,2020/05/17 00:00:00+00,53.3705,-8.7362,436
8,Kerry,147707,2020/05/17 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/17 00:00:00+00,53.238,-6.7837,1405
10,Kilkenny,99232,2020/05/17 00:00:00+00,52.5816,-7.2175,306
11,Laois,84697,2020/05/17 00:00:00+00,52.9952,-7.3423,251
12,Leitrim,32044,2020/05/17 00:00:00+00,54.1261,-7.9939,80
13,Limerick,194899,2020/05/17 00:00:00+00,52.5255,-8.7412,549
14,Longford,40873,2020/05/17 00:00:00+00,53.7325,-7.6952,280
15,Louth,128884,2020/05/17 00:00:00+00,53.9161,-6.487,747
16,Mayo,130507,2020/05/17 00:00:00+00,53.9191,-9.2537,555
17,Meath,195044,2020/05/17 00:00:00+00,53.6851,-6.715,784
18,Monaghan,61386,2020/05/17 00:00:00+00,54.1857,-6.9452,485
19,Offaly,77961,2020/05/17 00:00:00+00,53.2632,-7.6607,469
20,Roscommon,64544,2020/05/17 00:00:00+00,53.8008,-8.2735,310
21,Sligo,65535,2020/05/17 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/17 00:00:00+00,52.6407,-7.9206,535
23,Waterford,116176,2020/05/17 00:00:00+00,52.2035,-7.4935,143
24,Westmeath,88770,2020/05/17 00:00:00+00,53.5524,-7.4219,643
25,Wexford,149722,2020/05/17 00:00:00+00,52.5164,-6.5037,212
26,Wicklow,142425,2020/05/17 00:00:00+00,53.0205,-6.3442,670
1,Carlow,56932,2020/05/18 00:00:00+00,52.7168,-6.8367,142
2,Cavan,76176,2020/05/18 00:00:00+00,53.9878,-7.2937,801
3,Clare,118817,2020/05/18 00:00:00+00,52.8917,-8.9889,360
4,Cork,542868,2020/05/18 00:00:00+00,51.9517,-8.6372,1377
5,Donegal,159192,2020/05/18 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/18 00:00:00+00,53.3605,-6.292,11619
7,Galway,258058,2020/05/18 00:00:00+00,53.3705,-8.7362,441
8,Kerry,147707,2020/05/18 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/18 00:00:00+00,53.238,-6.7837,1406
10,Kilkenny,99232,2020/05/18 00:00:00+00,52.5816,-7.2175,309
11,Laois,84697,2020/05/18 00:00:00+00,52.9952,-7.3423,251
12,Leitrim,32044,2020/05/18 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/18 00:00:00+00,52.5255,-8.7412,555
14,Longford,40873,2020/05/18 00:00:00+00,53.7325,-7.6952,280
15,Louth,128884,2020/05/18 00:00:00+00,53.9161,-6.487,748
16,Mayo,130507,2020/05/18 00:00:00+00,53.9191,-9.2537,556
17,Meath,195044,2020/05/18 00:00:00+00,53.6851,-6.715,784
18,Monaghan,61386,2020/05/18 00:00:00+00,54.1857,-6.9452,485
19,Offaly,77961,2020/05/18 00:00:00+00,53.2632,-7.6607,474
20,Roscommon,64544,2020/05/18 00:00:00+00,53.8008,-8.2735,311
21,Sligo,65535,2020/05/18 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/18 00:00:00+00,52.6407,-7.9206,536
23,Waterford,116176,2020/05/18 00:00:00+00,52.2035,-7.4935,144
24,Westmeath,88770,2020/05/18 00:00:00+00,53.5524,-7.4219,644
25,Wexford,149722,2020/05/18 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/18 00:00:00+00,53.0205,-6.3442,672
1,Carlow,56932,2020/05/19 00:00:00+00,52.7168,-6.8367,143
2,Cavan,76176,2020/05/19 00:00:00+00,53.9878,-7.2937,802
3,Clare,118817,2020/05/19 00:00:00+00,52.8917,-8.9889,360
4,Cork,542868,2020/05/19 00:00:00+00,51.9517,-8.6372,1387
5,Donegal,159192,2020/05/19 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/19 00:00:00+00,53.3605,-6.292,11661
7,Galway,258058,2020/05/19 00:00:00+00,53.3705,-8.7362,441
8,Kerry,147707,2020/05/19 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/19 00:00:00+00,53.238,-6.7837,1408
10,Kilkenny,99232,2020/05/19 00:00:00+00,52.5816,-7.2175,309
11,Laois,84697,2020/05/19 00:00:00+00,52.9952,-7.3423,252
12,Leitrim,32044,2020/05/19 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/19 00:00:00+00,52.5255,-8.7412,557
14,Longford,40873,2020/05/19 00:00:00+00,53.7325,-7.6952,280
15,Louth,128884,2020/05/19 00:00:00+00,53.9161,-6.487,750
16,Mayo,130507,2020/05/19 00:00:00+00,53.9191,-9.2537,557
17,Meath,195044,2020/05/19 00:00:00+00,53.6851,-6.715,786
18,Monaghan,61386,2020/05/19 00:00:00+00,54.1857,-6.9452,488
19,Offaly,77961,2020/05/19 00:00:00+00,53.2632,-7.6607,478
20,Roscommon,64544,2020/05/19 00:00:00+00,53.8008,-8.2735,312
21,Sligo,65535,2020/05/19 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/19 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/19 00:00:00+00,52.2035,-7.4935,144
24,Westmeath,88770,2020/05/19 00:00:00+00,53.5524,-7.4219,645
25,Wexford,149722,2020/05/19 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/19 00:00:00+00,53.0205,-6.3442,673
1,Carlow,56932,2020/05/20 00:00:00+00,52.7168,-6.8367,144
2,Cavan,76176,2020/05/20 00:00:00+00,53.9878,-7.2937,802
3,Clare,118817,2020/05/20 00:00:00+00,52.8917,-8.9889,364
4,Cork,542868,2020/05/20 00:00:00+00,51.9517,-8.6372,1399
5,Donegal,159192,2020/05/20 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/20 00:00:00+00,53.3605,-6.292,11685
7,Galway,258058,2020/05/20 00:00:00+00,53.3705,-8.7362,447
8,Kerry,147707,2020/05/20 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/20 00:00:00+00,53.238,-6.7837,1409
10,Kilkenny,99232,2020/05/20 00:00:00+00,52.5816,-7.2175,318
11,Laois,84697,2020/05/20 00:00:00+00,52.9952,-7.3423,254
12,Leitrim,32044,2020/05/20 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/20 00:00:00+00,52.5255,-8.7412,560
14,Longford,40873,2020/05/20 00:00:00+00,53.7325,-7.6952,280
15,Louth,128884,2020/05/20 00:00:00+00,53.9161,-6.487,753
16,Mayo,130507,2020/05/20 00:00:00+00,53.9191,-9.2537,557
17,Meath,195044,2020/05/20 00:00:00+00,53.6851,-6.715,788
18,Monaghan,61386,2020/05/20 00:00:00+00,54.1857,-6.9452,489
19,Offaly,77961,2020/05/20 00:00:00+00,53.2632,-7.6607,479
20,Roscommon,64544,2020/05/20 00:00:00+00,53.8008,-8.2735,314
21,Sligo,65535,2020/05/20 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/20 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/20 00:00:00+00,52.2035,-7.4935,144
24,Westmeath,88770,2020/05/20 00:00:00+00,53.5524,-7.4219,649
25,Wexford,149722,2020/05/20 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/20 00:00:00+00,53.0205,-6.3442,673
1,Carlow,56932,2020/05/21 00:00:00+00,52.7168,-6.8367,144
2,Cavan,76176,2020/05/21 00:00:00+00,53.9878,-7.2937,812
3,Clare,118817,2020/05/21 00:00:00+00,52.8917,-8.9889,365
4,Cork,542868,2020/05/21 00:00:00+00,51.9517,-8.6372,1421
5,Donegal,159192,2020/05/21 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/21 00:00:00+00,53.3605,-6.292,11719
7,Galway,258058,2020/05/21 00:00:00+00,53.3705,-8.7362,451
8,Kerry,147707,2020/05/21 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/21 00:00:00+00,53.238,-6.7837,1413
10,Kilkenny,99232,2020/05/21 00:00:00+00,52.5816,-7.2175,321
11,Laois,84697,2020/05/21 00:00:00+00,52.9952,-7.3423,254
12,Leitrim,32044,2020/05/21 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/21 00:00:00+00,52.5255,-8.7412,560
14,Longford,40873,2020/05/21 00:00:00+00,53.7325,-7.6952,280
15,Louth,128884,2020/05/21 00:00:00+00,53.9161,-6.487,757
16,Mayo,130507,2020/05/21 00:00:00+00,53.9191,-9.2537,561
17,Meath,195044,2020/05/21 00:00:00+00,53.6851,-6.715,790
18,Monaghan,61386,2020/05/21 00:00:00+00,54.1857,-6.9452,489
19,Offaly,77961,2020/05/21 00:00:00+00,53.2632,-7.6607,481
20,Roscommon,64544,2020/05/21 00:00:00+00,53.8008,-8.2735,316
21,Sligo,65535,2020/05/21 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/21 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/21 00:00:00+00,52.2035,-7.4935,145
24,Westmeath,88770,2020/05/21 00:00:00+00,53.5524,-7.4219,649
25,Wexford,149722,2020/05/21 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/21 00:00:00+00,53.0205,-6.3442,675
1,Carlow,56932,2020/05/22 00:00:00+00,52.7168,-6.8367,145
2,Cavan,76176,2020/05/22 00:00:00+00,53.9878,-7.2937,821
3,Clare,118817,2020/05/22 00:00:00+00,52.8917,-8.9889,366
4,Cork,542868,2020/05/22 00:00:00+00,51.9517,-8.6372,1429
5,Donegal,159192,2020/05/22 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/22 00:00:00+00,53.3605,-6.292,11760
7,Galway,258058,2020/05/22 00:00:00+00,53.3705,-8.7362,454
8,Kerry,147707,2020/05/22 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/22 00:00:00+00,53.238,-6.7837,1417
10,Kilkenny,99232,2020/05/22 00:00:00+00,52.5816,-7.2175,336
11,Laois,84697,2020/05/22 00:00:00+00,52.9952,-7.3423,254
12,Leitrim,32044,2020/05/22 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/22 00:00:00+00,52.5255,-8.7412,561
14,Longford,40873,2020/05/22 00:00:00+00,53.7325,-7.6952,280
15,Louth,128884,2020/05/22 00:00:00+00,53.9161,-6.487,757
16,Mayo,130507,2020/05/22 00:00:00+00,53.9191,-9.2537,565
17,Meath,195044,2020/05/22 00:00:00+00,53.6851,-6.715,792
18,Monaghan,61386,2020/05/22 00:00:00+00,54.1857,-6.9452,501
19,Offaly,77961,2020/05/22 00:00:00+00,53.2632,-7.6607,485
20,Roscommon,64544,2020/05/22 00:00:00+00,53.8008,-8.2735,320
21,Sligo,65535,2020/05/22 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/22 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/22 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/22 00:00:00+00,53.5524,-7.4219,651
25,Wexford,149722,2020/05/22 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/22 00:00:00+00,53.0205,-6.3442,677
1,Carlow,56932,2020/05/23 00:00:00+00,52.7168,-6.8367,145
2,Cavan,76176,2020/05/23 00:00:00+00,53.9878,-7.2937,822
3,Clare,118817,2020/05/23 00:00:00+00,52.8917,-8.9889,367
4,Cork,542868,2020/05/23 00:00:00+00,51.9517,-8.6372,1439
5,Donegal,159192,2020/05/23 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/23 00:00:00+00,53.3605,-6.292,11776
7,Galway,258058,2020/05/23 00:00:00+00,53.3705,-8.7362,457
8,Kerry,147707,2020/05/23 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/23 00:00:00+00,53.238,-6.7837,1417
10,Kilkenny,99232,2020/05/23 00:00:00+00,52.5816,-7.2175,336
11,Laois,84697,2020/05/23 00:00:00+00,52.9952,-7.3423,254
12,Leitrim,32044,2020/05/23 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/23 00:00:00+00,52.5255,-8.7412,564
14,Longford,40873,2020/05/23 00:00:00+00,53.7325,-7.6952,281
15,Louth,128884,2020/05/23 00:00:00+00,53.9161,-6.487,760
16,Mayo,130507,2020/05/23 00:00:00+00,53.9191,-9.2537,565
17,Meath,195044,2020/05/23 00:00:00+00,53.6851,-6.715,792
18,Monaghan,61386,2020/05/23 00:00:00+00,54.1857,-6.9452,501
19,Offaly,77961,2020/05/23 00:00:00+00,53.2632,-7.6607,485
20,Roscommon,64544,2020/05/23 00:00:00+00,53.8008,-8.2735,321
21,Sligo,65535,2020/05/23 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/23 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/23 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/23 00:00:00+00,53.5524,-7.4219,651
25,Wexford,149722,2020/05/23 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/23 00:00:00+00,53.0205,-6.3442,677
1,Carlow,56932,2020/05/24 00:00:00+00,52.7168,-6.8367,145
2,Cavan,76176,2020/05/24 00:00:00+00,53.9878,-7.2937,824
3,Clare,118817,2020/05/24 00:00:00+00,52.8917,-8.9889,367
4,Cork,542868,2020/05/24 00:00:00+00,51.9517,-8.6372,1441
5,Donegal,159192,2020/05/24 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/24 00:00:00+00,53.3605,-6.292,11796
7,Galway,258058,2020/05/24 00:00:00+00,53.3705,-8.7362,458
8,Kerry,147707,2020/05/24 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/24 00:00:00+00,53.238,-6.7837,1423
10,Kilkenny,99232,2020/05/24 00:00:00+00,52.5816,-7.2175,336
11,Laois,84697,2020/05/24 00:00:00+00,52.9952,-7.3423,255
12,Leitrim,32044,2020/05/24 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/24 00:00:00+00,52.5255,-8.7412,567
14,Longford,40873,2020/05/24 00:00:00+00,53.7325,-7.6952,281
15,Louth,128884,2020/05/24 00:00:00+00,53.9161,-6.487,760
16,Mayo,130507,2020/05/24 00:00:00+00,53.9191,-9.2537,565
17,Meath,195044,2020/05/24 00:00:00+00,53.6851,-6.715,792
18,Monaghan,61386,2020/05/24 00:00:00+00,54.1857,-6.9452,503
19,Offaly,77961,2020/05/24 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/24 00:00:00+00,53.8008,-8.2735,321
21,Sligo,65535,2020/05/24 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/24 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/24 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/24 00:00:00+00,53.5524,-7.4219,651
25,Wexford,149722,2020/05/24 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/24 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/25 00:00:00+00,52.7168,-6.8367,145
2,Cavan,76176,2020/05/25 00:00:00+00,53.9878,-7.2937,826
3,Clare,118817,2020/05/25 00:00:00+00,52.8917,-8.9889,367
4,Cork,542868,2020/05/25 00:00:00+00,51.9517,-8.6372,1452
5,Donegal,159192,2020/05/25 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/25 00:00:00+00,53.3605,-6.292,11866
7,Galway,258058,2020/05/25 00:00:00+00,53.3705,-8.7362,461
8,Kerry,147707,2020/05/25 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/25 00:00:00+00,53.238,-6.7837,1436
10,Kilkenny,99232,2020/05/25 00:00:00+00,52.5816,-7.2175,338
11,Laois,84697,2020/05/25 00:00:00+00,52.9952,-7.3423,255
12,Leitrim,32044,2020/05/25 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/25 00:00:00+00,52.5255,-8.7412,569
14,Longford,40873,2020/05/25 00:00:00+00,53.7325,-7.6952,281
15,Louth,128884,2020/05/25 00:00:00+00,53.9161,-6.487,760
16,Mayo,130507,2020/05/25 00:00:00+00,53.9191,-9.2537,565
17,Meath,195044,2020/05/25 00:00:00+00,53.6851,-6.715,792
18,Monaghan,61386,2020/05/25 00:00:00+00,54.1857,-6.9452,503
19,Offaly,77961,2020/05/25 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/25 00:00:00+00,53.8008,-8.2735,322
21,Sligo,65535,2020/05/25 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/25 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/25 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/25 00:00:00+00,53.5524,-7.4219,652
25,Wexford,149722,2020/05/25 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/25 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/26 00:00:00+00,52.7168,-6.8367,147
2,Cavan,76176,2020/05/26 00:00:00+00,53.9878,-7.2937,831
3,Clare,118817,2020/05/26 00:00:00+00,52.8917,-8.9889,367
4,Cork,542868,2020/05/26 00:00:00+00,51.9517,-8.6372,1459
5,Donegal,159192,2020/05/26 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/26 00:00:00+00,53.3605,-6.292,11899
7,Galway,258058,2020/05/26 00:00:00+00,53.3705,-8.7362,470
8,Kerry,147707,2020/05/26 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/26 00:00:00+00,53.238,-6.7837,1441
10,Kilkenny,99232,2020/05/26 00:00:00+00,52.5816,-7.2175,339
11,Laois,84697,2020/05/26 00:00:00+00,52.9952,-7.3423,255
12,Leitrim,32044,2020/05/26 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/26 00:00:00+00,52.5255,-8.7412,571
14,Longford,40873,2020/05/26 00:00:00+00,53.7325,-7.6952,281
15,Louth,128884,2020/05/26 00:00:00+00,53.9161,-6.487,761
16,Mayo,130507,2020/05/26 00:00:00+00,53.9191,-9.2537,566
17,Meath,195044,2020/05/26 00:00:00+00,53.6851,-6.715,792
18,Monaghan,61386,2020/05/26 00:00:00+00,54.1857,-6.9452,503
19,Offaly,77961,2020/05/26 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/26 00:00:00+00,53.8008,-8.2735,323
21,Sligo,65535,2020/05/26 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/26 00:00:00+00,52.6407,-7.9206,537
23,Waterford,116176,2020/05/26 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/26 00:00:00+00,53.5524,-7.4219,653
25,Wexford,149722,2020/05/26 00:00:00+00,52.5164,-6.5037,213
26,Wicklow,142425,2020/05/26 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/27 00:00:00+00,52.7168,-6.8367,148
2,Cavan,76176,2020/05/27 00:00:00+00,53.9878,-7.2937,831
3,Clare,118817,2020/05/27 00:00:00+00,52.8917,-8.9889,367
4,Cork,542868,2020/05/27 00:00:00+00,51.9517,-8.6372,1465
5,Donegal,159192,2020/05/27 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/27 00:00:00+00,53.3605,-6.292,11921
7,Galway,258058,2020/05/27 00:00:00+00,53.3705,-8.7362,473
8,Kerry,147707,2020/05/27 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/27 00:00:00+00,53.238,-6.7837,1444
10,Kilkenny,99232,2020/05/27 00:00:00+00,52.5816,-7.2175,339
11,Laois,84697,2020/05/27 00:00:00+00,52.9952,-7.3423,255
12,Leitrim,32044,2020/05/27 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/27 00:00:00+00,52.5255,-8.7412,572
14,Longford,40873,2020/05/27 00:00:00+00,53.7325,-7.6952,281
15,Louth,128884,2020/05/27 00:00:00+00,53.9161,-6.487,761
16,Mayo,130507,2020/05/27 00:00:00+00,53.9191,-9.2537,566
17,Meath,195044,2020/05/27 00:00:00+00,53.6851,-6.715,792
18,Monaghan,61386,2020/05/27 00:00:00+00,54.1857,-6.9452,503
19,Offaly,77961,2020/05/27 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/27 00:00:00+00,53.8008,-8.2735,323
21,Sligo,65535,2020/05/27 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/27 00:00:00+00,52.6407,-7.9206,538
23,Waterford,116176,2020/05/27 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/27 00:00:00+00,53.5524,-7.4219,655
25,Wexford,149722,2020/05/27 00:00:00+00,52.5164,-6.5037,214
26,Wicklow,142425,2020/05/27 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/28 00:00:00+00,52.7168,-6.8367,151
2,Cavan,76176,2020/05/28 00:00:00+00,53.9878,-7.2937,831
3,Clare,118817,2020/05/28 00:00:00+00,52.8917,-8.9889,368
4,Cork,542868,2020/05/28 00:00:00+00,51.9517,-8.6372,1473
5,Donegal,159192,2020/05/28 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/28 00:00:00+00,53.3605,-6.292,11933
7,Galway,258058,2020/05/28 00:00:00+00,53.3705,-8.7362,473
8,Kerry,147707,2020/05/28 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/28 00:00:00+00,53.238,-6.7837,1445
10,Kilkenny,99232,2020/05/28 00:00:00+00,52.5816,-7.2175,339
11,Laois,84697,2020/05/28 00:00:00+00,52.9952,-7.3423,255
12,Leitrim,32044,2020/05/28 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/28 00:00:00+00,52.5255,-8.7412,573
14,Longford,40873,2020/05/28 00:00:00+00,53.7325,-7.6952,282
15,Louth,128884,2020/05/28 00:00:00+00,53.9161,-6.487,763
16,Mayo,130507,2020/05/28 00:00:00+00,53.9191,-9.2537,568
17,Meath,195044,2020/05/28 00:00:00+00,53.6851,-6.715,794
18,Monaghan,61386,2020/05/28 00:00:00+00,54.1857,-6.9452,506
19,Offaly,77961,2020/05/28 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/28 00:00:00+00,53.8008,-8.2735,324
21,Sligo,65535,2020/05/28 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/28 00:00:00+00,52.6407,-7.9206,538
23,Waterford,116176,2020/05/28 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/28 00:00:00+00,53.5524,-7.4219,655
25,Wexford,149722,2020/05/28 00:00:00+00,52.5164,-6.5037,214
26,Wicklow,142425,2020/05/28 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/29 00:00:00+00,52.7168,-6.8367,158
2,Cavan,76176,2020/05/29 00:00:00+00,53.9878,-7.2937,832
3,Clare,118817,2020/05/29 00:00:00+00,52.8917,-8.9889,368
4,Cork,542868,2020/05/29 00:00:00+00,51.9517,-8.6372,1478
5,Donegal,159192,2020/05/29 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/29 00:00:00+00,53.3605,-6.292,11948
7,Galway,258058,2020/05/29 00:00:00+00,53.3705,-8.7362,475
8,Kerry,147707,2020/05/29 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/29 00:00:00+00,53.238,-6.7837,1445
10,Kilkenny,99232,2020/05/29 00:00:00+00,52.5816,-7.2175,341
11,Laois,84697,2020/05/29 00:00:00+00,52.9952,-7.3423,256
12,Leitrim,32044,2020/05/29 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/29 00:00:00+00,52.5255,-8.7412,574
14,Longford,40873,2020/05/29 00:00:00+00,53.7325,-7.6952,284
15,Louth,128884,2020/05/29 00:00:00+00,53.9161,-6.487,765
16,Mayo,130507,2020/05/29 00:00:00+00,53.9191,-9.2537,568
17,Meath,195044,2020/05/29 00:00:00+00,53.6851,-6.715,794
18,Monaghan,61386,2020/05/29 00:00:00+00,54.1857,-6.9452,508
19,Offaly,77961,2020/05/29 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/29 00:00:00+00,53.8008,-8.2735,336
21,Sligo,65535,2020/05/29 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/29 00:00:00+00,52.6407,-7.9206,540
23,Waterford,116176,2020/05/29 00:00:00+00,52.2035,-7.4935,147
24,Westmeath,88770,2020/05/29 00:00:00+00,53.5524,-7.4219,656
25,Wexford,149722,2020/05/29 00:00:00+00,52.5164,-6.5037,214
26,Wicklow,142425,2020/05/29 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/30 00:00:00+00,52.7168,-6.8367,158
2,Cavan,76176,2020/05/30 00:00:00+00,53.9878,-7.2937,838
3,Clare,118817,2020/05/30 00:00:00+00,52.8917,-8.9889,368
4,Cork,542868,2020/05/30 00:00:00+00,51.9517,-8.6372,1515
5,Donegal,159192,2020/05/30 00:00:00+00,54.8989,-7.96,462
6,Dublin,1347359,2020/05/30 00:00:00+00,53.3605,-6.292,11959
7,Galway,258058,2020/05/30 00:00:00+00,53.3705,-8.7362,477
8,Kerry,147707,2020/05/30 00:00:00+00,52.1689,-9.565,307
9,Kildare,222504,2020/05/30 00:00:00+00,53.238,-6.7837,1446
10,Kilkenny,99232,2020/05/30 00:00:00+00,52.5816,-7.2175,341
11,Laois,84697,2020/05/30 00:00:00+00,52.9952,-7.3423,256
12,Leitrim,32044,2020/05/30 00:00:00+00,54.1261,-7.9939,81
13,Limerick,194899,2020/05/30 00:00:00+00,52.5255,-8.7412,576
14,Longford,40873,2020/05/30 00:00:00+00,53.7325,-7.6952,284
15,Louth,128884,2020/05/30 00:00:00+00,53.9161,-6.487,767
16,Mayo,130507,2020/05/30 00:00:00+00,53.9191,-9.2537,568
17,Meath,195044,2020/05/30 00:00:00+00,53.6851,-6.715,795
18,Monaghan,61386,2020/05/30 00:00:00+00,54.1857,-6.9452,509
19,Offaly,77961,2020/05/30 00:00:00+00,53.2632,-7.6607,486
20,Roscommon,64544,2020/05/30 00:00:00+00,53.8008,-8.2735,336
21,Sligo,65535,2020/05/30 00:00:00+00,54.1581,-8.5345,124
22,Tipperary,159553,2020/05/30 00:00:00+00,52.6407,-7.9206,541
23,Waterford,116176,2020/05/30 00:00:00+00,52.2035,-7.4935,148
24,Westmeath,88770,2020/05/30 00:00:00+00,53.5524,-7.4219,657
25,Wexford,149722,2020/05/30 00:00:00+00,52.5164,-6.5037,214
26,Wicklow,142425,2020/05/30 00:00:00+00,53.0205,-6.3442,679
1,Carlow,56932,2020/05/31 00:00:00+00,52.7168,-6.8367,158
2,Cavan,76176,2020/05/31 00:00:00+00,53.9878,-7.2937,843
3,Clare,118817,2020/05/31 00:00:00+00,52.8917,-8.9889,368
